ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,confirmCode,Condition,Counterbalance,AccImp_Order,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,SocialCircle_2,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,FB_F,SocialMedia_Chk,AccImp,AccImp_Friends,FNE_Inst,FNE_1,FNE_2,FNE_3,FNE_4,FNE_5,FNE_6,FNE_7,FNE_8,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Zipcode,Comments,Length
R_UF72jh8WSp1DeZH,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,920387,2,2,2,1,1, ,1,1,5,1.105,4.489,4.934,8,1,6,3.912,5.56,5.918,5,1,4,1.939,3.19,3.51,5,1,3,2.168,4.2,4.689,7,1,4,2.472,4.727,5.435,6,1,5,4.07,5.317,6.002,4,1,5,2.44,3.289,3.97,4,1,4,4.284,5.498,5.91,4,1,6,1.066,4.488,4.536,5,1,5,3.405,5.888,6.197,8,1,4,2.521,5.406,6.201,5,1,6,1.485,3.769,4.115,5,1,3,1.627,5.143,5.474,7,1,6,1.016,3.643,4.212,8,1,3,2.207,3.962,4.657,5,1,2,1.943,3.945,4.565,5,1,2,2.163,4.011,4.85,6,1,3,1.288,3.159,3.417,6,1,4,1.801,2.791,3.446,4,1,5,1.429,3.444,3.843,5,1,4,1.842,2.692,3.397,4,1,4,3.873,5.038,5.538,4,1,6,2.048,3.374,3.831,4,1,2,1.712,3.454,4.141,5, , , , , , , ,1,2,3.021,9.287,9.323,9,1,1,4,4.075,4.103,6.508,2,10,1.352,14.176,15.779,5,39,4.561,4.599,7.549,2,2nd,8,Emily,27,3,23,1,3,1,3, ,3,4,5,1,2,72,2,1,2,3,2,2,5,1,4,3,1,3,2,3,3,3,3,3,2,1,1, , , ,1,2,2,1,28391,No,8 minutes
R_33yFZSUQGcSDUHr,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,921973,2,2,2,1,1, ,1,1,2,5.545,7.357,8.557,4,1,4,4.91,6.204,6.933,4,1,3,4.482,4.843,5.498,3,1,3,7.057,7.975,8.661,4,1,3,14.197,15.72,16.543,4,1,3,7.325,8.722,9.527,4,1,5,5.11,6.445,7.22,4,1,5,4.163,5.246,5.983,4,1,6,3.466,4.47,5.029,3,1,4,7.256,8.792,9.726,4,1,6,4.619,5.902,6.397,3,1,6,4.998,5.611,6.23,3,1,4,4.726,5.271,5.912,3,1,1,4.025,5.751,6.535,4,1,4,3.931,5,5.718,4,1,1,3.183,3.481,4.679,3,1,3,3.037,4.654,5.302,4,1,1,6.359,8.008,8.868,5,1,4,4.302,4.775,5.402,3,1,4,6.058,7.351,8.079,4,1,1,5.687,6.352,7.449,4,1,3,9.345,10.993,11.681,4,1,1,7.285,9.012,9.7,4,1,2,5.27,6.62,7.435,4, , , , , , , ,1,3,11.864,12.382,13.04,3,1,1,8,5.323,5.346,7.695,2,50,7.94,7.972,11.689,2,20,10.217,10.246,12.746,2,2,7,Emily,9,3,32,2,6,1,3, ,3,3,1,1,1,53,1,2,2,3,3,1,5,1,5,5,1,3,2,3,4,2,2,3,2,4,1, , , ,1,2,2,1,14225, ,10 minutes
R_32YdCFjqOEMBNg5,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,146515,1,2,1,1,1, ,1,1,1,7.689,7.689,9.528,1,1,4,8.513,8.513,9.392,1,1,5,9.769,9.769,11.135,1,1,1,8.68,10.254,10.673,2,1,6,4.673,5.949,6.88,2,1,1,11.688,11.688,13.223,1,1,1,4.352,4.352,5.816,1,1,1,6.09,6.09,7.982,1,1,1,3.578,3.578,4.955,1,1,1,20.386,20.386,22.437,1,1,4,4.638,8.38,9.216,3,1,1,3.31,3.31,4.264,1,1,1,5.383,5.383,7.219,1,1,1,3.84,3.84,4.854,1,1,2,10.329,10.329,11.338,1,1,1,17.187,17.187,18.352,1,1,1,6.862,6.862,8.001,1,1,6,4.118,4.118,6.583,1,1,1,4.247,4.247,9.016,1,1,1,5.714,6.926,7.276,3,1,4,7.079,7.079,8.545,1,1,1,3.77,4.615,6.598,2,1,1,5.129,5.129,6.624,1,1,1,6.785,7.987,8.438,2,1, , , , , , ,1,3,3.968,3.968,6.201,1, ,1,4,0,0,14.523,0,10,3.107,9.868,13.507,3,39,2.642,2.642,8.318,1,second,8,Emily,0,3,29,1,7,1,3, ,3,1,3,2,1,50,2,2,2,3,2,2,4,1,5,3,1,3,3,3,3,3,3,3,3,4,1, ,1, ,1,2,2,3,28801, ,15 minutes
R_w7CbDWDThALCBUZ,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,871873,2,1,2,1,1, ,1,1,4,1.059,1.906,2.461,2,1,3,2.791,2.791,3.601,1,1,3,1.093,1.668,2.456,2,1,3,1.111,1.789,2.692,2,1,4,1.214,2.377,3.26,3,1,4,1.492,2.052,3.031,2,1,5,1.124,1.964,2.495,2,1,4,0.428,1.682,2.541,2,1,5,1.631,2.35,2.844,2,1,4,2.06,2.788,3.93,2,1,5,4.077,4.077,4.755,1,1,3,1.439,2.071,2.807,2,1,4,1.204,2.906,7.168,3,1,4,2.173,3.582,4.577,3,1,3,1.609,2.262,3.75,2,1,4,1.449,1.946,2.684,2,1,2,9.123,10.259,11.177,3,1,4,1.514,1.514,2.409,1,1,3,3.426,3.426,4.509,1,1,3,1.222,2.645,3.127,3,1,4,0.999,0.999,2.006,1,1,4,0.994,0.994,1.942,1,1,3,1.176,1.176,2.515,1,1,4,1.139,1.139,1.986,1, ,1,2,5.401,12.598,13.547,7, , , , , , ,1,1,8,5.265,5.265,6.988,1,50,8.113,8.113,10.219,1,40,7.232,7.232,13.619,1,1,7,june,27,3,27,2,5,1,1, ,3,2,1,1,1,67,2,2,3,4,3,5,5,1,4,3,1,4,3,4,4,3,4,3,4,1, , , , ,1,2,2,3,32824,no,10 mins
R_2SuFk99ZoeaiIbG,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,591117,2,1,1,1,1, ,1,1,2,3.052,3.052,3.873,1,1,1,3.026,3.026,4.326,1,1,3,2.205,2.894,3.684,3,1,1,2.596,3.566,4.394,2,1,2,3.944,4.503,5.418,2,1,1,6.371,6.371,7.17,1,1,4,3.919,5.38,6.277,3,1,1,2.794,3.941,5.238,2,1,1,2.464,4,4.811,2,1,1,3.399,3.399,4.397,1,1,1,3.116,3.116,3.935,1,1,1,2.507,2.507,3.586,1,1,1,2.476,2.754,3.682,2,1,1,2.31,2.31,3.628,1,1,3,3.989,3.989,4.796,1,1,2,2.883,4.006,4.276,2,1,1,2.212,2.962,4.341,2,1,1,2.483,2.483,3.334,1,1,3,2.105,3.733,4.616,5,1,1,1.474,1.474,2.737,1,1,4,10.114,10.114,10.763,1,1,1,3.628,3.628,4.446,1,1,4,3.812,3.812,4.646,1,1,1,3.445,3.445,4.584,1, ,1,1,7.944,7.944,8.945,1, , , , , , ,1,1,4,1.788,1.788,12.296,1,10,1.199,1.199,12.943,1,39,6.408,23.29,25.958,2,2,8,Emily,27,2,35,1,5,1,1, ,2,4,1,1,1,63,2,1,4,3,3,4,5,1,4,5,1,3,3,2,2,3,2,2,2,2,1, , , ,1,2,2,1,70815,that's some crazy stories that were shared,7 min
R_3nrfwasRMfBTGq7,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,28509,2,2,1,1,1, ,1,1,5,4.279,4.279,5.313,1,1,1,1.355,2.914,4.612,2,1,2,1.845,4.136,4.994,4,1,2,18.117,19.342,21.868,2,1,1,1.224,2.379,3.938,2,1,1,1.967,3.296,5.228,3,1,2,3.385,3.385,4.382,1,1,2,2.492,5.109,6.184,3,1,6,3.555,6.504,7.748,4,1,1,1.239,2.802,4.18,2,1,5,2.348,4.288,4.986,3,1,5,3.523,3.523,4.812,1,1,2,2.523,2.523,4.294,1,1,2,1.378,4.404,5.301,5,1,2,2.811,2.811,4.391,1,1,2,2.219,2.219,5.923,1,1,2,2.445,3.243,4.054,2,1,2,1.868,3.249,3.681,2,1,2,1.545,2.344,4.167,2,1,2,1.102,2.356,3.709,2,1,2,3.964,4.642,5.446,2,1,4,7.676,9.03,9.784,3,1,2,1.869,2.597,3.604,2,1,2,2.348,2.348,4.445,1, , , , , , , ,1,3,6.081,6.081,7.017,1,1,1,8,24.824,24.824,33.247,1,50,1.802,1.802,13.166,1,20,1.65,1.65,6.49,1,Second,8,Emily,27,3,21,2,3,1,3, ,2,2,3,1,1,44,2,2,2,2,2,1,5,1,5,1,1,3,1,3,2,2,2,2,1,3,1, , , ,1,2,2,3,44720, ,10 minutes
R_r8D8BkTyApXn1mN,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,651251,2,1,2,1,1, ,1,1,1,25.717,25.717,27.215,1,1,2,0.787,0.787,1.497,1,1,2,0.937,0.937,2.229,1,1,2,0.502,4.262,5.19,2,1,1,0.171,0.171,2.427,1,1,2,3.999,3.999,4.712,1,1,1,0.827,3.507,4.307,2,1,1,0.522,2.667,2.955,2,1,2,1.278,2.135,3.07,2,1,1,0.867,0.867,2.243,1,1,4,19.288,19.656,20.447,2,1,4,37.288,37.288,46.655,1,1,2,6.916,7.627,7.913,2,1,1,0.904,0.904,1.701,1,1, ,0.554,0.554,2.068,1,1,1,2.391,3.206,4.311,2,1,4,2.995,2.995,3.739,1,1,3,0.518,0.518,1.054,1,1,3,27.872,28.687,29.477,2,1,4,140.824,140.824,141.721,1,1,2,3.103,3.103,3.791,1,1,2,3.559,3.559,4.406,1,1,3,2.254,2.606,3.38,2,1,2,0.685,1.148,37.866,2, ,1,1,17.476,17.476,18.701,1, , , , , , ,1,1,8,1.858,1.858,5.713,1,50,1.173,1.173,3.038,1,39,0.66,1.035,3.41,2,1,8,Emily,9,1,23,1,3,1,2, ,2,4,5,1,1,43,2,2,3,4,3,2,3,2,3,4,1,2,3,4,2,4,3,2,3,2,1, , , ,1,2,2,3,97401,none,about 10 min
R_3FRJrgGpZJKqDrD,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,920364,1,1,2,1,1, ,1,1,2,6.092,6.092,7.887,1,1,2,5.31,6.576,7.731,2,1,3,9.524,9.524,12.027,1,1,3,15.185,15.185,17.122,1,1,4,4.368,4.368,5.4,1,1,1,11.063,11.063,13.342,1,1,2,10.801,10.801,13.174,1,1,1,5.497,6.995,8.883,2,1,3,7.993,7.993,9.622,1,1,1,6.885,6.885,8.443,1,1,4,4.877,4.877,11.593,1,1,1,6.202,6.202,8.669,1,1,4,7.159,7.159,8.904,1,1,3,7.973,7.973,9.833,1,1,4,7.81,7.81,8.843,1,1,2,6.82,7.933,9.697,2,1,4,10.265,10.265,12.065,1,1,4,4.797,4.797,6.704,1,1,4,7.62,7.62,9.545,1,1,5,6.257,6.257,7.728,1,1,5,3.8,3.8,5.4,1,1,1,7.239,7.239,9.485,1,1,5,5.379,5.379,7.054,1,1,3,11.6,11.6,13.068,1,1,1,1,8.157,8.157,10.077,1, , , , , , , ,1,8,5.205,5.205,9.663,1,50,10.768,10.768,20.8,1,20,9.453,11.08,20.031,2,1,7,June,27,3,48,2,5,1,3, ,3,4,2,1,1,85,2,1,4,4,3,4,5,1,5,3,1,3, ,1,1, ,2,1,1,1,1, , , ,1,2,2,1,23225,no,10
R_2alxOXpcbeYam1c,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,71777,2,1,1,1,1, ,1,1,1,2.65,3.643,5.191,2,1,1,2.338,2.338,4.436,1,1,1,1.907,3.224,4.904,2,1,1,5.992,5.992,7.946,1,1,1,2.419,2.419,4.845,1,1,1,2.614,2.614,4.414,1,1,1,3.524,3.524,5.546,1,1,1,2.68,3.508,6.64,2,1,1,2.836,2.836,4.291,1,1,1,3.731,3.731,5.102,1,1,1,2.77,2.77,5.725,1,1,1,3.208,3.208,4.139,1,1,1,3.178,3.178,5.598,1,1,1,2.73,5.261,9.079,2,1,1,2.28,2.655,3.935,2,1,1,2.716,2.716,4.456,1,1,1,4.586,4.586,10.877,1,1,1,1.967,2.318,4.042,2,1,1,7.019,7.019,8.564,1,1,6,4.167,4.167,4.866,1,1,6,3.708,3.708,5.748,1,1,1,2.406,2.406,4.139,1,1,6,4.716,4.716,6.709,1,1,1,3.038,3.038,4.255,1, ,1,1,6.952,6.952,13.935,1, , , , , , ,1,1,8,3.31,3.31,7.107,1,50,18.584,18.584,31.571,1,20,5.612,5.612,8.356,1,second,8,Emily,9,3,32,2,3,1,1, ,1,1,1,1,1,85,2,1,4,4,3,1,4,1,5,4,1,5,5,5,5,5,5,5,5,4, , ,1,1,1,2,2,3,37917,It was interesting,10 minutes
R_3s4vcOi9keNt9yA,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,98910,2,2,1,1,1, ,1,1,1,2.347,3.427,4.846,2,1,1,2.283,3.763,4.607,3,1,1,1.343,3.943,4.953,4,1,1,2.754,4.962,7.611,3,1,1,2.558,3.487,4.908,2,1,1,1.559,2.848,6.82,2,1,1,5.401,6.361,7.381,2,1,1,5.913,7.371,12.681,2,1,1,2.302,3.255,4.938,2,1,1,1.765,3.093,5.29,2,1,4,6.089,12.681,14.588,6,1,1,1.646,4.43,5.433,3,1,3,2.679,4.735,7.439,2,1,3,2.644,9.173,11.357,3,1,5,1.613,4.541,5.456,2,1,3,2.477,6.054,6.999,3,1,2,3.699,6.635,8.77,2,1,5,2.864,4.832,6.116,3,1,5,1.795,3.491,4.119,2,1,4,16.546,25.251,26.233,2,1,5,4.283,5.515,6.38,2,1,5,1.852,4.424,4.811,3,1,5,1.399,5.183,5.715,5,1,4,2.157,5.181,5.516,3, , , , , , , ,1,3,8.523,11.643,12.512,3,1,1,7,0,0,30.724,0,50,0,0,11.561,0,20,0,0,7.875,0,first,8,Emily,27,3,31,1,5,1,3, ,2,2,1,1,1,31,2,1,3,3,3,1,2,2,4,4,1,3,2,1,2,2,2,3,2,3, ,1, , ,1,2,2,1,89123,No,10 minutes
R_2dg5YxZQRgi8esj,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,162922,2,1,1,1,1, ,1,1,3,4.975,8.029,8.745,3,1,1,6.054,7.084,8.117,2,1,1,3.963,3.963,4.843,1,1,4,9.061,9.859,10.52,2,1,1,5.716,5.716,7.091,1,1,1,10.16,10.16,12.151,1,1,2,4.526,5.014,5.901,2,1,1,6.581,7.423,8.688,2,1,3,5.377,5.377,6.625,1,1,4,7.163,7.163,8.099,1,1,2,7.83,7.83,8.996,1,1,1,6.758,8.586,9.485,2,1,4,4.655,4.655,8.897,1,1,3,8.441,8.441,9.784,1,1,5,4.276,4.276,4.947,1,1,5,4.242,4.242,5.147,1,1,4,5.577,5.577,6.498,1,1,4,5.26,5.26,6.695,1,1,5,5.361,5.361,6.393,1,1,3,3.977,6.819,7.299,3,1,5,8.352,8.352,9.671,1,1,4,4.997,8.275,9.064,2,1,3,5.001,5.001,6.627,1,1,2,5.626,6.25,7.46,2, ,1,2,9.271,16.34,17.737,4, , , , , , ,1,1,7,36.281,36.281,38.165,1,500,10.526,10.526,13.431,1,80,9.292,9.292,11.965,1,1,7,jun,9,3,30,1,6,1,1, ,2,2,1,1,1,78,1,2,4,5,3,4,3,2,3,3,1,3,4,3,4,3,3,4,4,1,1, , , ,1,2,2,3,33326,no,10min
R_CmH4ZoyyuOagv29,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,201824,2,2,1,1,1, ,1,1,1,0.679,1.159,1.917,3,1,2,0.664,1.036,1.728,3,1,1,0.733,1.161,1.847,3,1,2,0.768,1.168,1.854,3,1,2,0.282,0.282,2.314,1,1,1,0.893,1.237,2.041,3,1,2,1.112,2.316,2.968,5,1,2,0.665,1.064,1.786,3,1,1,0.749,1.103,1.652,3,1,1,0.747,1.103,1.784,3,1,1,0.591,0.901,1.666,3,1,1,0.619,0.983,1.729,3,1,2,0.778,1.116,1.728,3,1,1,2.534,4.12,4.823,3,1,1,0.872,1.308,2.023,3,1,1,0.656,1.051,3.118,3,1,1,0.598,0.925,1.669,3,1,2,0.309,1.815,2.505,6,1,2,0.726,1.059,1.597,3,1,1,0.727,1.631,1.73,4,1,1,0.458,0.791,2.811,3,1,1,0.636,0.985,1.659,3,1,1,0.217,1.83,2.486,6,1,1,0.591,0.939,1.656,3, , , , , , , ,1,2,9.708,10.634,11.322,3,1,1,8,4.785,4.815,11.38,2,50,11.578,11.6,13.801,2,20,8.738,11.369,11.458,3,1st,7,June,9,3,34,2,3,1,2, ,5,5,2,2,2,92,1,1,4,4,4,4,5,2,5,5,1,3,3,4,3,4,3,4,3,1, , , , ,1,2,2,2,37814,No,10 minutes
R_3htpgVpYmlRf0M4,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,736620,2,1,2,1,1, ,1,1,1,5.305,7.839,8.938,3,1,2,4.217,5.494,6.734,2,1,1,3.614,5.32,6.081,2,1,1,3.904,6.469,8.306,3,1,1,3.894,5.254,6.596,2,1,1,3.892,5.34,7.145,2,1,1,2.843,5.4,6.592,4,1,1,1.758,3.448,6.037,2,1,1,1.652,3.022,5.193,2,1,1,2.744,4.672,6.176,2,1,2,0.451,7.952,11.137,3,1,3,2.592,9.363,10.436,4,1,1,2.145,6.956,9.317,5,1,1,3.496,5.137,6.486,2,1,1,3.52,4.646,5.654,2,1,1,2.033,3.67,4.745,2,1,1,3.498,5.657,7.605,2,1,2,2.368,4.236,5.235,3,1,1,2.226,3.873,5.114,2,1,2,3.491,8.451,10.132,5,1,2,4.915,6.046,7.095,2,1,2,5.156,9.87,10.333,5,1,2,1.42,3.139,4.039,2,1,2,4.25,10.724,11.539,7, ,1,1,5.568,6.769,8.786,2, , , , , , ,1,1,4,3.703,3.703,11.676,1,10,8.566,8.566,12.225,1,39,5.718,5.718,8.97,1,1st,8,Emily,9,1,25,1,3,1,6,Green Party,2,3,5,2,1,3,1,2,1,3,4,1,5,2,1,3,1,3,3,3,3,3,3,3,4,2,1, , , ,1,2,2,2,28709,"In my opinion, sharing negative news just empowers the same since it builds a frame of reference. The USA, but the world as a whole, desperately needs a positive news revolution. I believe if people are constantly seeing positive stuff instead of negativestuff, that will help reduce much of the paranoia and anxiety I've noticed in society.","20 minutes or so, plus or minus five minutes."
R_0kPLeQERUgF9gCB,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,647841,1,2,1,1,1, ,1,1,1,1.832,3.514,5.104,2,1,1,1.185,4.66,5.628,3,1,1,0.796,2.399,3.736,2,1,1,1.179,2.36,3.449,2,1,1,1.007,4.072,5.758,2,1,1,1.416,6.514,7.773,2,1,1,1.668,8.295,9.566,2,1,1,1.083,4.779,6.185,3,1,1,1.139,2.54,3.953,2,1,1,3.022,6.148,7.48,2,1,1,1.553,3.083,4.417,2,1,1,1.405,3.055,4.084,2,1,1,1.601,3.287,4.7,2,1,2,5.781,9.373,10.914,3,1,1,2.538,6.44,7.415,2,1,1,1.837,4.283,5.713,2,1,1,0.975,3.812,4.849,3,1,1,0.974,3.391,4.548,2,1,1,0.911,3.734,5.12,3,1,1,1.149,3.415,5.611,2,1,1,1.631,3.475,5.168,2,1,1,1.46,4.701,5.62,3,1,1,2.384,10.947,11.998,2,1,1,0.806,3.509,4.416,3,1, , , , , , ,1,2,11.551,14.011,20.85,2, ,1,4,26.553,26.553,29.958,1,10,1.985,1.985,48.347,1,39,23.144,23.144,27.736,1,2,8,Emily,0,2,27,1,5,1,1, ,1,2,1,1,1,61,2,1,2,3,4,3,2,1,4,2,1,3,3,3,3,3,5,4,4,4,1, , , ,1,2,2,1,62707,I enjoyed the word problems at the end,10 minutes
R_2ZUmKvNNxBRgSuL,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,897567,1,2,1,1,1, ,1,1,1,6.939,6.939,9.742,1,1,3,5.766,5.766,6.553,1,1,2,3.812,4.293,5.889,2,1,1,3.652,6.629,7.974,3,1,1,3.755,3.755,4.745,1,1,1,7.351,7.351,9.11,1,1,6,4.712,5.616,6.244,2,1,1,4.084,4.084,5.161,1,1,1,2.714,2.714,4.604,1,1,1,18.608,19.215,20.659,2,1,1,4.478,8.061,9.195,3,1,2,5.26,5.26,6.24,1,1,1,2.291,3.011,4.251,2,1,3,2.217,9.018,10.028,4,1,4,3.699,4.452,8.919,2,1,1,2.741,5.772,7.218,3,1,2,5.394,7.258,8.094,2,1,4,3.963,5.267,6.585,3,1,5,4.747,5.78,6.534,3,1,2,3.628,5.172,7.107,2,1,2,7.638,9.413,10.841,2,1,2,8.181,8.181,9.197,1,1,4,3.936,4.425,5.326,2,1,2,3.153,5.336,6.248,5,1, , , , , , ,1,3,17.543,18.327,19.274,3, ,1,8,1.933,1.933,8.563,1,50,1.648,1.648,4.054,1,20,1.483,1.483,6.437,1,2nd,8,Emily,9,3,33,2,3,1,1, ,2,2,1,1,1,70,2,2,3,4,4,2,5,1,5,4,1,2,2,2,1,1,1,3,2,1,1, , , ,1,2,2,2,27262, ,11 minutes
R_3fJHO5EKE3V70KD,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,96101,1,1,2,1,1, ,1,1,1,5.751,5.751,8.231,1,1,1,3.01,3.01,5.538,1,1,1,2.733,3.99,5.46,4,1,1,2.914,7.236,9.02,4,1,1,2.163,2.163,3.982,1,1,1,3.719,3.719,5.603,1,1,1,2.267,3.122,4.565,2,1,1,3.099,5.647,7.359,4,1,1,3.673,4.668,5.672,2,1,2,25.458,26.849,28.347,2,1,2,3.151,5.945,8.829,4,1,1,13.21,13.21,14.447,1,1,4,3.185,3.185,4.472,1,1,1,3.18,3.923,5.641,2,1,5,5.883,6.663,8.538,2,1,1,3.28,4.419,5.568,3,1,1,4.069,4.069,6.481,1,1,1,4.006,7.168,8.424,4,1,5,3.842,3.842,4.773,1,1,5,6.482,7.315,7.814,2,1,5,16.66,19.378,20.177,3,1,4,3.431,3.431,4.456,1,1,5,3.446,4.121,5.106,2,1,4,4.783,4.783,8.802,1,1,1,1,3.128,5.753,6.776,3, , , , , , , ,1,4,1.283,17.438,19.934,2,100,1.621,13.613,15.485,3,47,2.056,4.033,6.439,2,second,8,Emily,27,1,32,1,6,1,1, ,1,1,1,1,1,75,2,1,5,4,3,3,5,1,4,4,1,1,1,1,1,1,1,1,1,1, , , , ,1,2,1,2,43110, , 
R_bmcFpoQiMy6bdmh,Default Response Set,Anonymous, , ,0,11/28/2017,11/28/2017,1,678506,1,2,2,1,1, ,1,1,1,5.52,5.52,6.355,1,1,4,5.486,6.068,6.959,2,1,3,3.655,6.812,7.514,3,1,4,8.167,9.83,10.679,3,1,3,4.526,5.173,6.067,2,1,4,12.363,12.363,13.465,1,1,4,6.447,7.279,7.546,2,1,1,7.107,7.726,8.402,2,1,1,3.774,3.774,5.127,1,1,3,8.161,8.161,9.247,1,1,4,7.466,7.965,8.619,2,1,2,7.59,8.159,9.022,2,1,4,5.392,5.877,6.551,2,1,3,4.819,6.207,9.312,3,1,2,4.286,4.596,5.563,2,1,4,17.139,18.248,18.876,2,1,4,9.103,9.626,10.673,2,1,5,2.813,2.813,3.641,1,1,3,5.335,5.847,6.692,3,1,2,5.027,6.132,6.937,3,1,2,7.217,7.217,7.938,1,1,3,6.236,6.236,7.549,1,1,2,6.23,6.584,7.312,2,1,2,4.742,4.742,5.556,1,1, , , , , , ,1,3,15.343,15.343,16.945,1, ,1,4,4.946,4.946,7.488,1,10,2.962,17.288,19.447,3,20,4.042,4.042,9.367,1,second,8,Emily,3,1,25,1,4,1,2, ,4,4,2,2,2,24,2,2,2,3,5,4,5,1,5,3,1,3,2,2,3,3,2,2,2,1,1, , , ,1,2,2,3,72802,no comment,10
